target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2026-09-09,2026-09-06,0.01,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.025,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.05,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.1,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.15,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.2,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.25,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.3,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.35,1,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-06,0.4,1,quantile,0.59437988810154
hospital admissions,CZ,2026-09-09,2026-09-06,0.45,1,quantile,1.81875226871727
hospital admissions,CZ,2026-09-09,2026-09-06,0.5,1,quantile,3.29349749695986
hospital admissions,CZ,2026-09-09,2026-09-06,0.55,1,quantile,5.3989217538989
hospital admissions,CZ,2026-09-09,2026-09-06,0.6,1,quantile,7.55921302713545
hospital admissions,CZ,2026-09-09,2026-09-06,0.65,1,quantile,10.4233207047498
hospital admissions,CZ,2026-09-09,2026-09-06,0.7,1,quantile,13.0900060999998
hospital admissions,CZ,2026-09-09,2026-09-06,0.75,1,quantile,15.6988395877004
hospital admissions,CZ,2026-09-09,2026-09-06,0.8,1,quantile,20.0265730124945
hospital admissions,CZ,2026-09-09,2026-09-06,0.85,1,quantile,25.8802851869627
hospital admissions,CZ,2026-09-09,2026-09-06,0.9,1,quantile,33.372207778398
hospital admissions,CZ,2026-09-09,2026-09-06,0.95,1,quantile,46.1172198161588
hospital admissions,CZ,2026-09-09,2026-09-06,0.975,1,quantile,56.5547705280363
hospital admissions,CZ,2026-09-09,2026-09-06,0.99,1,quantile,70.5029852654905
hospital admissions,CZ,2026-09-09,2026-09-13,0.01,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.025,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.05,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.1,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.15,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.2,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.25,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.3,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.35,2,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-13,0.4,2,quantile,1.04986726318011
hospital admissions,CZ,2026-09-09,2026-09-13,0.45,2,quantile,2.32106444608269
hospital admissions,CZ,2026-09-09,2026-09-13,0.5,2,quantile,3.85937674516419
hospital admissions,CZ,2026-09-09,2026-09-13,0.55,2,quantile,5.64013885645018
hospital admissions,CZ,2026-09-09,2026-09-13,0.6,2,quantile,8.00110006983472
hospital admissions,CZ,2026-09-09,2026-09-13,0.65,2,quantile,11.0475513696617
hospital admissions,CZ,2026-09-09,2026-09-13,0.7,2,quantile,14.4207182239311
hospital admissions,CZ,2026-09-09,2026-09-13,0.75,2,quantile,18.8201305679385
hospital admissions,CZ,2026-09-09,2026-09-13,0.8,2,quantile,22.8801889402298
hospital admissions,CZ,2026-09-09,2026-09-13,0.85,2,quantile,29.9506038753028
hospital admissions,CZ,2026-09-09,2026-09-13,0.9,2,quantile,39.2287413947299
hospital admissions,CZ,2026-09-09,2026-09-13,0.95,2,quantile,54.36899884939
hospital admissions,CZ,2026-09-09,2026-09-13,0.975,2,quantile,72.2650765432016
hospital admissions,CZ,2026-09-09,2026-09-13,0.99,2,quantile,96.7031308445139
hospital admissions,CZ,2026-09-09,2026-09-20,0.01,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.025,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.05,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.1,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.15,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.2,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.25,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.3,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.35,3,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-20,0.4,3,quantile,0.990265216414731
hospital admissions,CZ,2026-09-09,2026-09-20,0.45,3,quantile,2.87440760627336
hospital admissions,CZ,2026-09-09,2026-09-20,0.5,3,quantile,4.52260624299405
hospital admissions,CZ,2026-09-09,2026-09-20,0.55,3,quantile,6.67244613262041
hospital admissions,CZ,2026-09-09,2026-09-20,0.6,3,quantile,9.87188562971497
hospital admissions,CZ,2026-09-09,2026-09-20,0.65,3,quantile,12.7161127987915
hospital admissions,CZ,2026-09-09,2026-09-20,0.7,3,quantile,16.3994047036364
hospital admissions,CZ,2026-09-09,2026-09-20,0.75,3,quantile,20.7195688742832
hospital admissions,CZ,2026-09-09,2026-09-20,0.8,3,quantile,26.3340789624119
hospital admissions,CZ,2026-09-09,2026-09-20,0.85,3,quantile,35.4619479715215
hospital admissions,CZ,2026-09-09,2026-09-20,0.9,3,quantile,47.9075146813116
hospital admissions,CZ,2026-09-09,2026-09-20,0.95,3,quantile,73.2207585038954
hospital admissions,CZ,2026-09-09,2026-09-20,0.975,3,quantile,95.5539871194902
hospital admissions,CZ,2026-09-09,2026-09-20,0.99,3,quantile,132.190829948438
hospital admissions,CZ,2026-09-09,2026-09-27,0.01,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.025,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.05,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.1,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.15,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.2,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.25,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.3,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.35,4,quantile,0
hospital admissions,CZ,2026-09-09,2026-09-27,0.4,4,quantile,1.13600947289752
hospital admissions,CZ,2026-09-09,2026-09-27,0.45,4,quantile,3.19762013067049
hospital admissions,CZ,2026-09-09,2026-09-27,0.5,4,quantile,5.29934751574109
hospital admissions,CZ,2026-09-09,2026-09-27,0.55,4,quantile,7.98688249132157
hospital admissions,CZ,2026-09-09,2026-09-27,0.6,4,quantile,11.0844667693758
hospital admissions,CZ,2026-09-09,2026-09-27,0.65,4,quantile,15.282564078343
hospital admissions,CZ,2026-09-09,2026-09-27,0.7,4,quantile,20.1993851468997
hospital admissions,CZ,2026-09-09,2026-09-27,0.75,4,quantile,24.839932963221
hospital admissions,CZ,2026-09-09,2026-09-27,0.8,4,quantile,34.5399484676479
hospital admissions,CZ,2026-09-09,2026-09-27,0.85,4,quantile,41.7265330205478
hospital admissions,CZ,2026-09-09,2026-09-27,0.9,4,quantile,58.3934797746754
hospital admissions,CZ,2026-09-09,2026-09-27,0.95,4,quantile,89.51571975109
hospital admissions,CZ,2026-09-09,2026-09-27,0.975,4,quantile,130.68819573536
hospital admissions,CZ,2026-09-09,2026-09-27,0.99,4,quantile,171.366685323819
hospital admissions,CZ,2026-09-09,2026-09-06,,1,median,3.29349749695986
hospital admissions,CZ,2026-09-09,2026-09-13,,2,median,3.85937674516419
hospital admissions,CZ,2026-09-09,2026-09-20,,3,median,4.52260624299405
hospital admissions,CZ,2026-09-09,2026-09-27,,4,median,5.29934751574109
hospital admissions,EE,2026-09-09,2026-09-06,0.01,1,quantile,0
hospital admissions,EE,2026-09-09,2026-09-06,0.025,1,quantile,0
hospital admissions,EE,2026-09-09,2026-09-06,0.05,1,quantile,0
hospital admissions,EE,2026-09-09,2026-09-06,0.1,1,quantile,0
hospital admissions,EE,2026-09-09,2026-09-06,0.15,1,quantile,0
hospital admissions,EE,2026-09-09,2026-09-06,0.2,1,quantile,0
hospital admissions,EE,2026-09-09,2026-09-06,0.25,1,quantile,0
hospital admissions,EE,2026-09-09,2026-09-06,0.3,1,quantile,0
hospital admissions,EE,2026-09-09,2026-09-06,0.35,1,quantile,0.228307218005698
hospital admissions,EE,2026-09-09,2026-09-06,0.4,1,quantile,0.592866531717702
hospital admissions,EE,2026-09-09,2026-09-06,0.45,1,quantile,0.988098752968611
hospital admissions,EE,2026-09-09,2026-09-06,0.5,1,quantile,1.61540330142692
hospital admissions,EE,2026-09-09,2026-09-06,0.55,1,quantile,2.37575660328492
hospital admissions,EE,2026-09-09,2026-09-06,0.6,1,quantile,3.04827144773918
hospital admissions,EE,2026-09-09,2026-09-06,0.65,1,quantile,3.8750886258638
hospital admissions,EE,2026-09-09,2026-09-06,0.7,1,quantile,5.22510585988776
hospital admissions,EE,2026-09-09,2026-09-06,0.75,1,quantile,6.69978346599435
hospital admissions,EE,2026-09-09,2026-09-06,0.8,1,quantile,8.28091261007452
hospital admissions,EE,2026-09-09,2026-09-06,0.85,1,quantile,10.1513126022019
hospital admissions,EE,2026-09-09,2026-09-06,0.9,1,quantile,13.7762431467869
hospital admissions,EE,2026-09-09,2026-09-06,0.95,1,quantile,18.5019412677554
hospital admissions,EE,2026-09-09,2026-09-06,0.975,1,quantile,25.4336041702204
hospital admissions,EE,2026-09-09,2026-09-06,0.99,1,quantile,33.2525798876551
hospital admissions,EE,2026-09-09,2026-09-13,0.01,2,quantile,0
hospital admissions,EE,2026-09-09,2026-09-13,0.025,2,quantile,0
hospital admissions,EE,2026-09-09,2026-09-13,0.05,2,quantile,0
hospital admissions,EE,2026-09-09,2026-09-13,0.1,2,quantile,0
hospital admissions,EE,2026-09-09,2026-09-13,0.15,2,quantile,0
hospital admissions,EE,2026-09-09,2026-09-13,0.2,2,quantile,0
hospital admissions,EE,2026-09-09,2026-09-13,0.25,2,quantile,0
hospital admissions,EE,2026-09-09,2026-09-13,0.3,2,quantile,0
hospital admissions,EE,2026-09-09,2026-09-13,0.35,2,quantile,0.112656821220499
hospital admissions,EE,2026-09-09,2026-09-13,0.4,2,quantile,0.582631127728746
hospital admissions,EE,2026-09-09,2026-09-13,0.45,2,quantile,1.14949649143999
hospital admissions,EE,2026-09-09,2026-09-13,0.5,2,quantile,1.87261599058426
hospital admissions,EE,2026-09-09,2026-09-13,0.55,2,quantile,2.69273670516556
hospital admissions,EE,2026-09-09,2026-09-13,0.6,2,quantile,3.45814650844475
hospital admissions,EE,2026-09-09,2026-09-13,0.65,2,quantile,4.79798068788618
hospital admissions,EE,2026-09-09,2026-09-13,0.7,2,quantile,6.29213260308101
hospital admissions,EE,2026-09-09,2026-09-13,0.75,2,quantile,7.92590140207539
hospital admissions,EE,2026-09-09,2026-09-13,0.8,2,quantile,10.070235772693
hospital admissions,EE,2026-09-09,2026-09-13,0.85,2,quantile,13.2128739136237
hospital admissions,EE,2026-09-09,2026-09-13,0.9,2,quantile,18.1402754277653
hospital admissions,EE,2026-09-09,2026-09-13,0.95,2,quantile,27.6562486367448
hospital admissions,EE,2026-09-09,2026-09-13,0.975,2,quantile,36.7156678632996
hospital admissions,EE,2026-09-09,2026-09-13,0.99,2,quantile,44.8488399503119
hospital admissions,EE,2026-09-09,2026-09-20,0.01,3,quantile,0
hospital admissions,EE,2026-09-09,2026-09-20,0.025,3,quantile,0
hospital admissions,EE,2026-09-09,2026-09-20,0.05,3,quantile,0
hospital admissions,EE,2026-09-09,2026-09-20,0.1,3,quantile,0
hospital admissions,EE,2026-09-09,2026-09-20,0.15,3,quantile,0
hospital admissions,EE,2026-09-09,2026-09-20,0.2,3,quantile,0
hospital admissions,EE,2026-09-09,2026-09-20,0.25,3,quantile,0
hospital admissions,EE,2026-09-09,2026-09-20,0.3,3,quantile,0
hospital admissions,EE,2026-09-09,2026-09-20,0.35,3,quantile,0.00497282708849101
hospital admissions,EE,2026-09-09,2026-09-20,0.4,3,quantile,0.622023735867751
hospital admissions,EE,2026-09-09,2026-09-20,0.45,3,quantile,1.34550396680285
hospital admissions,EE,2026-09-09,2026-09-20,0.5,3,quantile,2.17261751368755
hospital admissions,EE,2026-09-09,2026-09-20,0.55,3,quantile,3.09342794270429
hospital admissions,EE,2026-09-09,2026-09-20,0.6,3,quantile,4.33619254476797
hospital admissions,EE,2026-09-09,2026-09-20,0.65,3,quantile,5.43428106192837
hospital admissions,EE,2026-09-09,2026-09-20,0.7,3,quantile,7.24490153221246
hospital admissions,EE,2026-09-09,2026-09-20,0.75,3,quantile,10.1821396955476
