target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2026-04-01,2026-03-29,0.01,1,quantile,0
hospital admissions,CZ,2026-04-01,2026-03-29,0.025,1,quantile,0
hospital admissions,CZ,2026-04-01,2026-03-29,0.05,1,quantile,0
hospital admissions,CZ,2026-04-01,2026-03-29,0.1,1,quantile,0
hospital admissions,CZ,2026-04-01,2026-03-29,0.15,1,quantile,0.864768693411317
hospital admissions,CZ,2026-04-01,2026-03-29,0.2,1,quantile,1.84325462196564
hospital admissions,CZ,2026-04-01,2026-03-29,0.25,1,quantile,2.91944605473161
hospital admissions,CZ,2026-04-01,2026-03-29,0.3,1,quantile,3.9403276671645
hospital admissions,CZ,2026-04-01,2026-03-29,0.35,1,quantile,4.96465439940447
hospital admissions,CZ,2026-04-01,2026-03-29,0.4,1,quantile,6.21583691425086
hospital admissions,CZ,2026-04-01,2026-03-29,0.45,1,quantile,7.52036862262676
hospital admissions,CZ,2026-04-01,2026-03-29,0.5,1,quantile,9.16723129056839
hospital admissions,CZ,2026-04-01,2026-03-29,0.55,1,quantile,10.8732422531625
hospital admissions,CZ,2026-04-01,2026-03-29,0.6,1,quantile,12.7980098247823
hospital admissions,CZ,2026-04-01,2026-03-29,0.65,1,quantile,15.0211773673804
hospital admissions,CZ,2026-04-01,2026-03-29,0.7,1,quantile,17.642034217675
hospital admissions,CZ,2026-04-01,2026-03-29,0.75,1,quantile,20.0260019674312
hospital admissions,CZ,2026-04-01,2026-03-29,0.8,1,quantile,22.6846879332122
hospital admissions,CZ,2026-04-01,2026-03-29,0.85,1,quantile,27.0358766641922
hospital admissions,CZ,2026-04-01,2026-03-29,0.9,1,quantile,32.3291463778781
hospital admissions,CZ,2026-04-01,2026-03-29,0.95,1,quantile,41.4352137367986
hospital admissions,CZ,2026-04-01,2026-03-29,0.975,1,quantile,49.0716691376283
hospital admissions,CZ,2026-04-01,2026-03-29,0.99,1,quantile,55.8586419311468
hospital admissions,CZ,2026-04-01,2026-04-05,0.01,2,quantile,0
hospital admissions,CZ,2026-04-01,2026-04-05,0.025,2,quantile,0
hospital admissions,CZ,2026-04-01,2026-04-05,0.05,2,quantile,0
hospital admissions,CZ,2026-04-01,2026-04-05,0.1,2,quantile,0
hospital admissions,CZ,2026-04-01,2026-04-05,0.15,2,quantile,0.802233514365372
hospital admissions,CZ,2026-04-01,2026-04-05,0.2,2,quantile,1.98738869229261
hospital admissions,CZ,2026-04-01,2026-04-05,0.25,2,quantile,3.167287814728
hospital admissions,CZ,2026-04-01,2026-04-05,0.3,2,quantile,4.32631869477088
hospital admissions,CZ,2026-04-01,2026-04-05,0.35,2,quantile,5.77601853064129
hospital admissions,CZ,2026-04-01,2026-04-05,0.4,2,quantile,7.1589263127035
hospital admissions,CZ,2026-04-01,2026-04-05,0.45,2,quantile,8.57816892709638
hospital admissions,CZ,2026-04-01,2026-04-05,0.5,2,quantile,10.2891139752646
hospital admissions,CZ,2026-04-01,2026-04-05,0.55,2,quantile,12.0811924106854
hospital admissions,CZ,2026-04-01,2026-04-05,0.6,2,quantile,14.4608623492416
hospital admissions,CZ,2026-04-01,2026-04-05,0.65,2,quantile,16.5712619476089
hospital admissions,CZ,2026-04-01,2026-04-05,0.7,2,quantile,19.4068967939355
hospital admissions,CZ,2026-04-01,2026-04-05,0.75,2,quantile,22.9013373143186
hospital admissions,CZ,2026-04-01,2026-04-05,0.8,2,quantile,26.5194087789838
hospital admissions,CZ,2026-04-01,2026-04-05,0.85,2,quantile,31.9027921354042
hospital admissions,CZ,2026-04-01,2026-04-05,0.9,2,quantile,39.3758366342266
hospital admissions,CZ,2026-04-01,2026-04-05,0.95,2,quantile,50.3495231898138
hospital admissions,CZ,2026-04-01,2026-04-05,0.975,2,quantile,62.2273577550361
hospital admissions,CZ,2026-04-01,2026-04-05,0.99,2,quantile,80.048166671859
hospital admissions,CZ,2026-04-01,2026-04-12,0.01,3,quantile,0
hospital admissions,CZ,2026-04-01,2026-04-12,0.025,3,quantile,0
hospital admissions,CZ,2026-04-01,2026-04-12,0.05,3,quantile,0
hospital admissions,CZ,2026-04-01,2026-04-12,0.1,3,quantile,0
hospital admissions,CZ,2026-04-01,2026-04-12,0.15,3,quantile,0.99513799685486
