target,location,truth_date,year_week,value
hospital admissions,FR,2025-04-06,2025-W14,4
hospital admissions,FR,2025-03-30,2025-W13,1
hospital admissions,FR,2025-03-23,2025-W12,1
hospital admissions,FR,2025-03-16,2025-W11,4
hospital admissions,FR,2025-03-09,2025-W10,3
hospital admissions,FR,2025-03-02,2025-W09,5
hospital admissions,FR,2025-02-23,2025-W08,1
hospital admissions,FR,2025-02-16,2025-W07,4
hospital admissions,FR,2025-02-09,2025-W06,11
hospital admissions,FR,2025-02-02,2025-W05,5
hospital admissions,FR,2025-01-26,2025-W04,11
hospital admissions,FR,2025-01-19,2025-W03,8
hospital admissions,FR,2025-01-12,2025-W02,9
hospital admissions,FR,2025-01-05,2025-W01,25
hospital admissions,FR,2024-12-29,2024-W52,15
hospital admissions,FR,2024-12-22,2024-W51,17
hospital admissions,FR,2024-12-15,2024-W50,12
hospital admissions,FR,2024-12-08,2024-W49,12
hospital admissions,FR,2024-12-01,2024-W48,16
hospital admissions,FR,2024-11-24,2024-W47,18
hospital admissions,FR,2024-11-17,2024-W46,12
hospital admissions,FR,2024-11-10,2024-W45,18
hospital admissions,FR,2024-11-03,2024-W44,19
hospital admissions,FR,2024-10-27,2024-W43,28
hospital admissions,FR,2024-10-20,2024-W42,27
hospital admissions,FR,2024-10-13,2024-W41,24
hospital admissions,FR,2024-10-06,2024-W40,37
hospital admissions,FR,2024-09-29,2024-W39,6
hospital admissions,FR,2024-09-15,2024-W37,1
hospital admissions,FR,2024-03-31,2024-W13,1
hospital admissions,FR,2024-03-24,2024-W12,3
hospital admissions,FR,2024-03-17,2024-W11,4
hospital admissions,FR,2024-03-10,2024-W10,2
hospital admissions,FR,2024-03-03,2024-W09,3
hospital admissions,FR,2024-02-25,2024-W08,7
hospital admissions,FR,2024-02-18,2024-W07,8
hospital admissions,FR,2024-02-11,2024-W06,15
hospital admissions,FR,2024-02-04,2024-W05,12
hospital admissions,FR,2024-01-28,2024-W04,15
hospital admissions,FR,2024-01-21,2024-W03,22
hospital admissions,FR,2024-01-14,2024-W02,30
hospital admissions,FR,2024-01-07,2024-W01,52
hospital admissions,FR,2023-12-31,2023-W52,45
hospital admissions,FR,2023-12-24,2023-W51,48
hospital admissions,FR,2023-12-17,2023-W50,56
hospital admissions,FR,2023-12-10,2023-W49,47
hospital admissions,FR,2023-12-03,2023-W48,48
hospital admissions,FR,2023-11-26,2023-W47,49
hospital admissions,FR,2023-11-19,2023-W46,33
hospital admissions,FR,2023-11-12,2023-W45,22
hospital admissions,FR,2023-11-05,2023-W44,32
hospital admissions,FR,2023-10-29,2023-W43,29
hospital admissions,FR,2023-10-22,2023-W42,43
hospital admissions,FR,2023-10-15,2023-W41,33
hospital admissions,FR,2023-10-08,2023-W40,37
hospital admissions,FR,2023-10-01,2023-W39,18
hospital admissions,FR,2023-09-24,2023-W38,13
hospital admissions,FR,2023-09-17,2023-W37,8
hospital admissions,FR,2023-09-10,2023-W36,1
hospital admissions,FR,2023-09-03,2023-W35,3
hospital admissions,FR,2023-08-27,2023-W34,2
hospital admissions,FR,2023-07-16,2023-W28,1
hospital admissions,FR,2023-07-02,2023-W26,1
hospital admissions,FR,2023-06-25,2023-W25,475
hospital admissions,FR,2023-06-18,2023-W24,546
hospital admissions,FR,2023-06-11,2023-W23,844
hospital admissions,FR,2023-06-04,2023-W22,989
hospital admissions,FR,2023-05-28,2023-W21,1253
hospital admissions,FR,2023-05-21,2023-W20,1195
hospital admissions,FR,2023-05-14,2023-W19,1469
hospital admissions,FR,2023-05-07,2023-W18,2202
hospital admissions,FR,2023-04-30,2023-W17,2774
hospital admissions,FR,2023-04-23,2023-W16,3153
hospital admissions,FR,2023-04-16,2023-W15,2741
hospital admissions,FR,2023-04-09,2023-W14,2647
hospital admissions,FR,2023-04-02,2023-W13,2722
hospital admissions,FR,2023-03-26,2023-W12,2817
hospital admissions,FR,2023-03-19,2023-W11,2256
hospital admissions,FR,2023-03-12,2023-W10,2190
hospital admissions,FR,2023-03-05,2023-W09,1755
hospital admissions,FR,2023-02-26,2023-W08,1864
hospital admissions,FR,2023-02-19,2023-W07,1722
hospital admissions,FR,2023-02-12,2023-W06,1728
hospital admissions,FR,2023-02-05,2023-W05,1835
hospital admissions,FR,2023-01-29,2023-W04,1832
hospital admissions,FR,2023-01-22,2023-W03,2295
hospital admissions,FR,2023-01-15,2023-W02,3526
hospital admissions,FR,2023-01-08,2023-W01,5409
hospital admissions,FR,2023-01-01,2022-W52,7138
hospital admissions,FR,2022-12-25,2022-W51,9721
hospital admissions,FR,2022-12-18,2022-W50,10155
hospital admissions,FR,2022-12-11,2022-W49,9025
hospital admissions,FR,2022-12-04,2022-W48,7208
hospital admissions,FR,2022-11-27,2022-W47,5524
hospital admissions,FR,2022-11-20,2022-W46,5273
hospital admissions,FR,2022-11-13,2022-W45,3973
hospital admissions,FR,2022-11-06,2022-W44,4273
hospital admissions,FR,2022-10-30,2022-W43,6073
hospital admissions,FR,2022-10-23,2022-W42,7577
hospital admissions,FR,2022-10-16,2022-W41,7512
hospital admissions,FR,2022-10-09,2022-W40,6589
hospital admissions,FR,2022-10-02,2022-W39,4824
hospital admissions,FR,2022-09-25,2022-W38,2952
hospital admissions,FR,2022-09-18,2022-W37,2535
hospital admissions,FR,2022-09-11,2022-W36,2468
hospital admissions,FR,2022-09-04,2022-W35,2550
hospital admissions,FR,2022-08-28,2022-W34,3100
hospital admissions,FR,2022-08-21,2022-W33,3588
hospital admissions,FR,2022-08-14,2022-W32,4485
hospital admissions,FR,2022-08-07,2022-W31,5488
hospital admissions,FR,2022-07-31,2022-W30,7440
hospital admissions,FR,2022-07-24,2022-W29,9535
hospital admissions,FR,2022-07-17,2022-W28,9109
hospital admissions,FR,2022-07-10,2022-W27,8670
hospital admissions,FR,2022-07-03,2022-W26,6426
hospital admissions,FR,2022-06-26,2022-W25,4906
hospital admissions,DE,2022-10-16,2022-W41,304
hospital admissions,DE,2022-10-09,2022-W40,7004
hospital admissions,DE,2022-10-02,2022-W39,9392
hospital admissions,DE,2022-09-25,2022-W38,7229
hospital admissions,DE,2022-09-18,2022-W37,5080
hospital admissions,DE,2022-09-11,2022-W36,4484
hospital admissions,DE,2022-09-04,2022-W35,4279
hospital admissions,DE,2022-08-28,2022-W34,4914
hospital admissions,DE,2022-08-21,2022-W33,5767
hospital admissions,DE,2022-08-14,2022-W32,6313
hospital admissions,DE,2022-08-07,2022-W31,7421
hospital admissions,DE,2022-07-31,2022-W30,8274
hospital admissions,DE,2022-07-24,2022-W29,10219
hospital admissions,DE,2022-07-17,2022-W28,9754
hospital admissions,DE,2022-07-10,2022-W27,8563
hospital admissions,DE,2022-07-03,2022-W26,7497
hospital admissions,DE,2022-06-26,2022-W25,7139
hospital admissions,GR,2026-08-09,2026-W32,13
hospital admissions,GR,2026-08-02,2026-W31,11
hospital admissions,GR,2026-07-26,2026-W30,7
hospital admissions,GR,2026-07-19,2026-W29,2
hospital admissions,GR,2026-07-12,2026-W28,4
hospital admissions,GR,2026-07-05,2026-W27,2
hospital admissions,GR,2026-06-28,2026-W26,2
hospital admissions,GR,2026-06-21,2026-W25,1
hospital admissions,GR,2026-06-14,2026-W24,1
hospital admissions,GR,2026-06-07,2026-W23,0
hospital admissions,GR,2026-05-31,2026-W22,10
hospital admissions,GR,2026-05-24,2026-W21,6
hospital admissions,GR,2025-09-14,2025-W37,226
hospital admissions,GR,2025-09-07,2025-W36,235
hospital admissions,GR,2025-08-31,2025-W35,208
hospital admissions,GR,2025-08-24,2025-W34,236
hospital admissions,GR,2025-08-17,2025-W33,199
hospital admissions,GR,2025-08-10,2025-W32,233
hospital admissions,GR,2025-08-03,2025-W31,189
hospital admissions,GR,2025-07-27,2025-W30,145
hospital admissions,GR,2025-07-20,2025-W29,120
hospital admissions,GR,2025-07-13,2025-W28,85
hospital admissions,GR,2025-07-06,2025-W27,99
hospital admissions,GR,2025-06-29,2025-W26,107
hospital admissions,GR,2025-06-22,2025-W25,73
hospital admissions,GR,2025-06-15,2025-W24,63
hospital admissions,GR,2025-06-08,2025-W23,90
hospital admissions,GR,2025-06-01,2025-W22,56
hospital admissions,GR,2025-05-25,2025-W21,53
hospital admissions,GR,2025-05-18,2025-W20,50
hospital admissions,GR,2025-05-11,2025-W19,47
hospital admissions,GR,2025-05-04,2025-W18,53
hospital admissions,GR,2025-04-27,2025-W17,63
hospital admissions,GR,2025-04-20,2025-W16,42
hospital admissions,GR,2025-04-13,2025-W15,58
hospital admissions,GR,2025-04-06,2025-W14,56
hospital admissions,GR,2025-03-30,2025-W13,83
hospital admissions,GR,2025-03-23,2025-W12,90
hospital admissions,GR,2025-03-16,2025-W11,90
hospital admissions,GR,2025-03-09,2025-W10,90
hospital admissions,GR,2025-03-02,2025-W09,153
hospital admissions,GR,2025-02-23,2025-W08,126
hospital admissions,GR,2025-02-16,2025-W07,170
hospital admissions,GR,2025-02-09,2025-W06,188
hospital admissions,GR,2025-02-02,2025-W05,234
hospital admissions,GR,2025-01-26,2025-W04,382
hospital admissions,GR,2025-01-19,2025-W03,418
hospital admissions,GR,2025-01-12,2025-W02,648
hospital admissions,GR,2025-01-05,2025-W01,538
hospital admissions,GR,2024-12-29,2024-W52,515
hospital admissions,GR,2024-12-22,2024-W51,532
hospital admissions,GR,2024-12-15,2024-W50,514
hospital admissions,GR,2024-12-08,2024-W49,632
hospital admissions,GR,2024-12-01,2024-W48,577
hospital admissions,GR,2024-11-24,2024-W47,614
hospital admissions,GR,2024-11-17,2024-W46,531
hospital admissions,GR,2024-11-10,2024-W45,538
hospital admissions,GR,2024-11-03,2024-W44,547
hospital admissions,GR,2024-10-27,2024-W43,538
hospital admissions,GR,2024-10-20,2024-W42,580
hospital admissions,GR,2024-10-13,2024-W41,709
hospital admissions,GR,2024-10-06,2024-W40,613
hospital admissions,GR,2024-09-29,2024-W39,672
hospital admissions,GR,2024-09-22,2024-W38,509
hospital admissions,GR,2024-09-15,2024-W37,595
hospital admissions,GR,2024-09-08,2024-W36,594
hospital admissions,GR,2024-09-01,2024-W35,673
hospital admissions,GR,2024-08-25,2024-W34,815
hospital admissions,GR,2024-08-18,2024-W33,771
hospital admissions,GR,2024-08-11,2024-W32,817
hospital admissions,GR,2024-08-04,2024-W31,833
hospital admissions,GR,2024-07-28,2024-W30,923
hospital admissions,GR,2024-07-21,2024-W29,788
hospital admissions,GR,2024-07-14,2024-W28,669
hospital admissions,GR,2024-07-07,2024-W27,575
hospital admissions,GR,2024-06-30,2024-W26,472
hospital admissions,GR,2024-06-23,2024-W25,487
hospital admissions,GR,2024-06-16,2024-W24,324
hospital admissions,GR,2024-06-09,2024-W23,235
hospital admissions,GR,2024-06-02,2024-W22,153
hospital admissions,GR,2024-05-26,2024-W21,158
hospital admissions,GR,2024-05-19,2024-W20,117
hospital admissions,GR,2024-05-12,2024-W19,78
hospital admissions,GR,2024-05-05,2024-W18,82
hospital admissions,GR,2024-04-28,2024-W17,83
hospital admissions,GR,2024-04-21,2024-W16,81
hospital admissions,GR,2024-04-14,2024-W15,66
hospital admissions,GR,2024-04-07,2024-W14,77
hospital admissions,GR,2024-03-31,2024-W13,79
hospital admissions,GR,2024-03-24,2024-W12,104
hospital admissions,GR,2024-03-17,2024-W11,127
hospital admissions,GR,2024-03-10,2024-W10,143
hospital admissions,GR,2024-03-03,2024-W09,208
hospital admissions,GR,2024-02-25,2024-W08,298
hospital admissions,GR,2024-02-18,2024-W07,300
hospital admissions,GR,2024-02-11,2024-W06,446
hospital admissions,GR,2024-02-04,2024-W05,439
hospital admissions,GR,2024-01-28,2024-W04,546
hospital admissions,GR,2024-01-21,2024-W03,842
hospital admissions,GR,2024-01-14,2024-W02,1162
hospital admissions,GR,2024-01-07,2024-W01,1679
hospital admissions,GR,2023-12-31,2023-W52,1818
hospital admissions,GR,2023-12-24,2023-W51,1496
hospital admissions,GR,2023-12-17,2023-W50,1373
hospital admissions,GR,2023-12-10,2023-W49,1176
hospital admissions,GR,2023-12-03,2023-W48,991
hospital admissions,GR,2023-11-26,2023-W47,838
hospital admissions,GR,2023-11-19,2023-W46,787
hospital admissions,GR,2023-11-12,2023-W45,793
hospital admissions,GR,2023-11-05,2023-W44,781
hospital admissions,GR,2023-10-29,2023-W43,903
hospital admissions,GR,2023-10-22,2023-W42,1065
hospital admissions,GR,2023-10-15,2023-W41,1082
hospital admissions,GR,2023-10-08,2023-W40,974
hospital admissions,GR,2023-10-01,2023-W39,868
hospital admissions,GR,2023-09-24,2023-W38,869
hospital admissions,GR,2023-09-17,2023-W37,733
hospital admissions,GR,2023-09-10,2023-W36,688
hospital admissions,GR,2023-09-03,2023-W35,622
hospital admissions,GR,2023-08-27,2023-W34,629
hospital admissions,GR,2023-08-20,2023-W33,641
hospital admissions,GR,2023-08-13,2023-W32,563
hospital admissions,GR,2023-08-06,2023-W31,469
hospital admissions,GR,2023-07-30,2023-W30,321
hospital admissions,GR,2023-07-23,2023-W29,306
hospital admissions,GR,2023-07-16,2023-W28,226
hospital admissions,GR,2023-07-09,2023-W27,198
hospital admissions,GR,2023-07-02,2023-W26,182
hospital admissions,GR,2023-06-25,2023-W25,211
hospital admissions,GR,2023-06-18,2023-W24,225
hospital admissions,GR,2023-06-11,2023-W23,356
hospital admissions,GR,2023-06-04,2023-W22,486
hospital admissions,GR,2023-05-28,2023-W21,629
hospital admissions,GR,2023-05-21,2023-W20,636
hospital admissions,GR,2023-05-14,2023-W19,557
hospital admissions,GR,2023-05-07,2023-W18,636
hospital admissions,GR,2023-04-30,2023-W17,732
hospital admissions,GR,2023-04-23,2023-W16,813
hospital admissions,GR,2023-04-16,2023-W15,708
hospital admissions,GR,2023-04-09,2023-W14,666
hospital admissions,GR,2023-04-02,2023-W13,667
hospital admissions,GR,2023-03-26,2023-W12,691
hospital admissions,GR,2023-03-19,2023-W11,715
hospital admissions,GR,2023-03-12,2023-W10,771
hospital admissions,GR,2023-03-05,2023-W09,925
hospital admissions,GR,2023-02-26,2023-W08,1063
hospital admissions,GR,2023-02-19,2023-W07,951
hospital admissions,GR,2023-02-12,2023-W06,854
hospital admissions,GR,2023-02-05,2023-W05,964
hospital admissions,GR,2023-01-29,2023-W04,1112
hospital admissions,GR,2023-01-22,2023-W03,1535
hospital admissions,GR,2023-01-15,2023-W02,1748
hospital admissions,GR,2023-01-08,2023-W01,1632
hospital admissions,GR,2023-01-01,2022-W52,1519
hospital admissions,GR,2022-12-25,2022-W51,1250
hospital admissions,GR,2022-12-18,2022-W50,1349
hospital admissions,GR,2022-12-11,2022-W49,1434
hospital admissions,GR,2022-12-04,2022-W48,1191
hospital admissions,GR,2022-11-27,2022-W47,1287
hospital admissions,GR,2022-11-20,2022-W46,1360
hospital admissions,GR,2022-11-13,2022-W45,1292
hospital admissions,GR,2022-11-06,2022-W44,1461
hospital admissions,GR,2022-10-30,2022-W43,1325
hospital admissions,GR,2022-10-23,2022-W42,1294
hospital admissions,GR,2022-10-16,2022-W41,1355
hospital admissions,GR,2022-10-09,2022-W40,1108
hospital admissions,GR,2022-10-02,2022-W39,1074
hospital admissions,GR,2022-09-25,2022-W38,820
hospital admissions,GR,2022-09-18,2022-W37,821
hospital admissions,GR,2022-09-11,2022-W36,792
hospital admissions,GR,2022-09-04,2022-W35,983
hospital admissions,GR,2022-08-28,2022-W34,1188
hospital admissions,GR,2022-08-21,2022-W33,1531
hospital admissions,GR,2022-08-14,2022-W32,1958
hospital admissions,GR,2022-08-07,2022-W31,2353
hospital admissions,GR,2022-07-31,2022-W30,2570
hospital admissions,GR,2022-07-24,2022-W29,2805
hospital admissions,GR,2022-07-17,2022-W28,2603
hospital admissions,GR,2022-07-10,2022-W27,2293
hospital admissions,GR,2022-07-03,2022-W26,1962
hospital admissions,GR,2022-06-26,2022-W25,1362
hospital admissions,HU,2025-02-09,2025-W06,6
hospital admissions,HU,2025-02-02,2025-W05,2
hospital admissions,HU,2025-01-26,2025-W04,13
hospital admissions,HU,2025-01-19,2025-W03,18
hospital admissions,HU,2025-01-12,2025-W02,21
hospital admissions,HU,2025-01-05,2025-W01,20
hospital admissions,HU,2024-12-22,2024-W51,16
hospital admissions,HU,2024-12-15,2024-W50,21
hospital admissions,HU,2024-12-08,2024-W49,21
hospital admissions,HU,2024-12-01,2024-W48,25
hospital admissions,HU,2024-11-24,2024-W47,22
hospital admissions,HU,2024-11-17,2024-W46,24
hospital admissions,HU,2024-11-10,2024-W45,37
hospital admissions,HU,2024-11-03,2024-W44,51
hospital admissions,HU,2024-10-27,2024-W43,52
hospital admissions,HU,2024-10-20,2024-W42,92
hospital admissions,HU,2024-10-13,2024-W41,103
hospital admissions,HU,2024-10-06,2024-W40,116
hospital admissions,HU,2024-09-29,2024-W39,120
hospital admissions,HU,2024-09-22,2024-W38,72
hospital admissions,HU,2024-09-15,2024-W37,53
hospital admissions,HU,2024-09-08,2024-W36,49
hospital admissions,HU,2024-09-01,2024-W35,24
hospital admissions,HU,2024-08-25,2024-W34,17
hospital admissions,HU,2024-08-18,2024-W33,21
hospital admissions,HU,2024-08-11,2024-W32,21
hospital admissions,HU,2024-08-04,2024-W31,20
hospital admissions,HU,2024-07-28,2024-W30,10
hospital admissions,HU,2024-07-21,2024-W29,4
hospital admissions,HU,2024-07-14,2024-W28,7
hospital admissions,HU,2024-07-07,2024-W27,6
hospital admissions,HU,2024-06-30,2024-W26,0
hospital admissions,HU,2024-06-23,2024-W25,1
hospital admissions,HU,2024-06-16,2024-W24,0
hospital admissions,HU,2024-06-09,2024-W23,0
hospital admissions,HU,2024-06-02,2024-W22,0
hospital admissions,HU,2024-05-26,2024-W21,1
hospital admissions,HU,2024-05-12,2024-W19,1
hospital admissions,HU,2024-05-05,2024-W18,1
hospital admissions,HU,2024-04-28,2024-W17,2
hospital admissions,HU,2024-04-21,2024-W16,2
hospital admissions,HU,2024-04-14,2024-W15,2
hospital admissions,HU,2024-04-07,2024-W14,3
hospital admissions,HU,2024-03-31,2024-W13,9
hospital admissions,HU,2024-03-24,2024-W12,4
hospital admissions,HU,2024-03-17,2024-W11,2
hospital admissions,HU,2024-03-10,2024-W10,6
hospital admissions,HU,2024-03-03,2024-W09,10
hospital admissions,HU,2024-02-25,2024-W08,27
hospital admissions,HU,2024-02-18,2024-W07,20
hospital admissions,HU,2024-02-11,2024-W06,26
hospital admissions,HU,2024-02-04,2024-W05,59
hospital admissions,HU,2024-01-28,2024-W04,41
hospital admissions,HU,2024-01-21,2024-W03,101
hospital admissions,HU,2024-01-14,2024-W02,78
hospital admissions,HU,2024-01-07,2024-W01,98
hospital admissions,HU,2023-12-24,2023-W51,168
hospital admissions,HU,2023-12-17,2023-W50,247
hospital admissions,HU,2023-12-10,2023-W49,182
hospital admissions,HU,2023-12-03,2023-W48,191
hospital admissions,HU,2023-11-26,2023-W47,149
hospital admissions,HU,2023-11-19,2023-W46,110
hospital admissions,HU,2023-11-12,2023-W45,113
hospital admissions,HU,2023-11-05,2023-W44,102
hospital admissions,HU,2023-10-29,2023-W43,113
hospital admissions,HU,2023-10-22,2023-W42,111
hospital admissions,HU,2023-10-15,2023-W41,110
hospital admissions,HU,2023-10-08,2023-W40,103
hospital admissions,HU,2023-05-21,2023-W20,22
hospital admissions,HU,2023-05-14,2023-W19,33
hospital admissions,HU,2023-05-07,2023-W18,50
hospital admissions,HU,2023-04-30,2023-W17,59
hospital admissions,HU,2023-04-23,2023-W16,43
hospital admissions,HU,2023-04-16,2023-W15,65
hospital admissions,HU,2023-04-09,2023-W14,42
hospital admissions,HU,2023-04-02,2023-W13,65
hospital admissions,HU,2023-03-26,2023-W12,54
hospital admissions,HU,2023-03-19,2023-W11,87
hospital admissions,HU,2023-03-12,2023-W10,46
hospital admissions,HU,2023-03-05,2023-W09,55
hospital admissions,HU,2023-02-26,2023-W08,59
hospital admissions,HU,2023-02-19,2023-W07,31
hospital admissions,HU,2023-02-12,2023-W06,48
hospital admissions,HU,2023-02-05,2023-W05,31
hospital admissions,HU,2023-01-29,2023-W04,39
hospital admissions,HU,2023-01-22,2023-W03,38
hospital admissions,HU,2023-01-15,2023-W02,52
hospital admissions,HU,2023-01-08,2023-W01,100
hospital admissions,IS,2023-04-23,2023-W16,3
hospital admissions,IS,2023-04-02,2023-W13,8
hospital admissions,IS,2023-03-26,2023-W12,8
hospital admissions,IS,2023-03-19,2023-W11,9
hospital admissions,IS,2023-03-12,2023-W10,11
hospital admissions,IS,2023-03-05,2023-W09,4
hospital admissions,IS,2023-02-26,2023-W08,5
hospital admissions,IS,2023-02-19,2023-W07,7
hospital admissions,IS,2023-02-12,2023-W06,8
hospital admissions,IS,2023-02-05,2023-W05,20
hospital admissions,IS,2023-01-29,2023-W04,14
hospital admissions,IS,2023-01-08,2023-W01,27
hospital admissions,IS,2023-01-01,2022-W52,21
hospital admissions,IS,2022-12-25,2022-W51,21
hospital admissions,IS,2022-12-18,2022-W50,14
hospital admissions,IS,2022-12-11,2022-W49,27
hospital admissions,IE,2026-08-09,2026-W32,28
hospital admissions,IE,2026-08-02,2026-W31,10
hospital admissions,IE,2026-07-26,2026-W30,11
hospital admissions,IE,2026-07-19,2026-W29,10
hospital admissions,IE,2026-07-12,2026-W28,6
hospital admissions,IE,2026-07-05,2026-W27,2
hospital admissions,IE,2026-06-28,2026-W26,9
hospital admissions,IE,2026-06-21,2026-W25,9
hospital admissions,IE,2026-06-14,2026-W24,2
hospital admissions,IE,2026-06-07,2026-W23,3
hospital admissions,IE,2026-05-31,2026-W22,1
hospital admissions,IE,2026-05-24,2026-W21,3
hospital admissions,IE,2026-05-17,2026-W20,1
hospital admissions,IE,2026-05-10,2026-W19,7
hospital admissions,IE,2026-05-03,2026-W18,8
hospital admissions,IE,2026-04-26,2026-W17,5
hospital admissions,IE,2026-04-19,2026-W16,9
hospital admissions,IE,2026-04-12,2026-W15,7
hospital admissions,IE,2026-04-05,2026-W14,11
hospital admissions,IE,2026-03-29,2026-W13,8
hospital admissions,IE,2026-03-22,2026-W12,18
hospital admissions,IE,2026-03-15,2026-W11,13
hospital admissions,IE,2026-03-08,2026-W10,17
hospital admissions,IE,2026-03-01,2026-W09,24
hospital admissions,IE,2026-02-22,2026-W08,23
hospital admissions,IE,2026-02-15,2026-W07,55
hospital admissions,IE,2026-02-08,2026-W06,49
hospital admissions,IE,2026-02-01,2026-W05,43
hospital admissions,IE,2026-01-25,2026-W04,44
hospital admissions,IE,2026-01-18,2026-W03,71
hospital admissions,IE,2026-01-11,2026-W02,59
hospital admissions,IE,2026-01-04,2026-W01,61
hospital admissions,IE,2025-12-28,2025-W52,59
hospital admissions,IE,2025-12-21,2025-W51,56
hospital admissions,IE,2025-12-14,2025-W50,67
hospital admissions,IE,2025-12-07,2025-W49,59
hospital admissions,IE,2025-11-30,2025-W48,50
hospital admissions,IE,2025-11-23,2025-W47,39
hospital admissions,IE,2025-11-16,2025-W46,29
hospital admissions,IE,2025-11-09,2025-W45,56
hospital admissions,IE,2025-11-02,2025-W44,56
hospital admissions,IE,2025-10-26,2025-W43,92
hospital admissions,IE,2025-10-19,2025-W42,98
hospital admissions,IE,2025-10-12,2025-W41,144
hospital admissions,IE,2025-10-05,2025-W40,172
hospital admissions,IE,2025-09-28,2025-W39,30
hospital admissions,IE,2025-09-21,2025-W38,11
hospital admissions,IE,2025-09-14,2025-W37,3
hospital admissions,IE,2025-08-31,2025-W35,5
hospital admissions,IE,2025-08-24,2025-W34,3
hospital admissions,IE,2025-08-17,2025-W33,1
hospital admissions,IE,2025-08-03,2025-W31,1
hospital admissions,IE,2025-06-15,2025-W24,1
hospital admissions,IE,2025-01-19,2025-W03,1
hospital admissions,IE,2024-10-06,2024-W40,1
hospital admissions,IE,2024-09-29,2024-W39,165
hospital admissions,IE,2024-09-22,2024-W38,232
hospital admissions,IE,2024-09-15,2024-W37,173
hospital admissions,IE,2024-09-08,2024-W36,180
hospital admissions,IE,2024-09-01,2024-W35,217
hospital admissions,IE,2024-08-25,2024-W34,207
hospital admissions,IE,2024-08-18,2024-W33,214
hospital admissions,IE,2024-08-11,2024-W32,239
hospital admissions,IE,2024-08-04,2024-W31,320
hospital admissions,IE,2024-07-28,2024-W30,352
hospital admissions,IE,2024-07-21,2024-W29,405
hospital admissions,IE,2024-07-14,2024-W28,329
hospital admissions,IE,2024-07-07,2024-W27,424
hospital admissions,IE,2024-06-30,2024-W26,395
hospital admissions,IE,2024-06-23,2024-W25,462
hospital admissions,IE,2024-06-16,2024-W24,347
hospital admissions,IE,2024-06-09,2024-W23,198
hospital admissions,IE,2024-06-02,2024-W22,191
hospital admissions,IE,2024-05-26,2024-W21,179
hospital admissions,IE,2024-05-19,2024-W20,109
hospital admissions,IE,2024-05-12,2024-W19,86
hospital admissions,IE,2024-05-05,2024-W18,82
hospital admissions,IE,2024-04-28,2024-W17,73
hospital admissions,IE,2024-04-21,2024-W16,101
hospital admissions,IE,2024-04-14,2024-W15,97
hospital admissions,IE,2024-04-07,2024-W14,75
hospital admissions,IE,2024-03-31,2024-W13,70
hospital admissions,IE,2024-03-24,2024-W12,80
hospital admissions,IE,2024-03-17,2024-W11,97
hospital admissions,IE,2024-03-10,2024-W10,76
hospital admissions,IE,2024-03-03,2024-W09,93
hospital admissions,IE,2024-02-25,2024-W08,93
hospital admissions,IE,2024-02-18,2024-W07,147
hospital admissions,IE,2024-02-11,2024-W06,173
hospital admissions,IE,2024-02-04,2024-W05,231
hospital admissions,IE,2024-01-28,2024-W04,340
hospital admissions,IE,2024-01-21,2024-W03,318
hospital admissions,IE,2024-01-14,2024-W02,371
hospital admissions,IE,2024-01-07,2024-W01,460
hospital admissions,IE,2023-12-31,2023-W52,251
hospital admissions,IE,2023-12-24,2023-W51,421
hospital admissions,IE,2023-12-17,2023-W50,336
hospital admissions,IE,2023-12-10,2023-W49,305
hospital admissions,IE,2023-12-03,2023-W48,219
hospital admissions,IE,2023-11-26,2023-W47,190
hospital admissions,IE,2023-11-19,2023-W46,261
hospital admissions,IE,2023-11-12,2023-W45,274
hospital admissions,IE,2023-11-05,2023-W44,224
hospital admissions,IE,2023-10-29,2023-W43,274
hospital admissions,IE,2023-10-22,2023-W42,219
hospital admissions,IE,2023-10-15,2023-W41,250
hospital admissions,IE,2023-10-08,2023-W40,375
hospital admissions,IE,2023-10-01,2023-W39,368
hospital admissions,IE,2023-09-24,2023-W38,338
hospital admissions,IE,2023-09-17,2023-W37,322
hospital admissions,IE,2023-09-10,2023-W36,404
hospital admissions,IE,2023-09-03,2023-W35,394
hospital admissions,IE,2023-08-27,2023-W34,399
hospital admissions,IE,2023-08-20,2023-W33,421
hospital admissions,IE,2023-08-13,2023-W32,441
hospital admissions,IE,2023-08-06,2023-W31,369
hospital admissions,IE,2023-07-30,2023-W30,283
hospital admissions,IE,2023-07-23,2023-W29,172
hospital admissions,IE,2023-07-16,2023-W28,163
hospital admissions,IE,2023-07-09,2023-W27,110
hospital admissions,IE,2023-07-02,2023-W26,81
hospital admissions,IE,2023-06-25,2023-W25,138
hospital admissions,IE,2023-06-18,2023-W24,125
hospital admissions,IE,2023-06-11,2023-W23,154
hospital admissions,IE,2023-06-04,2023-W22,177
hospital admissions,IE,2023-05-28,2023-W21,233
hospital admissions,IE,2023-05-21,2023-W20,254
hospital admissions,IE,2023-05-14,2023-W19,252
hospital admissions,IE,2023-05-07,2023-W18,289
hospital admissions,IE,2023-04-30,2023-W17,284
hospital admissions,IE,2023-04-23,2023-W16,299
hospital admissions,IE,2023-04-16,2023-W15,274
hospital admissions,IE,2023-04-09,2023-W14,367
hospital admissions,IE,2023-04-02,2023-W13,374
hospital admissions,IE,2023-03-26,2023-W12,344
hospital admissions,IE,2023-03-19,2023-W11,333
hospital admissions,IE,2023-03-12,2023-W10,321
