target,location,truth_date,year_week,value
hospital admissions,IE,2023-03-05,2023-W09,261
hospital admissions,IE,2023-02-26,2023-W08,253
hospital admissions,IE,2023-02-19,2023-W07,232
hospital admissions,IE,2023-02-12,2023-W06,261
hospital admissions,IE,2023-02-05,2023-W05,261
hospital admissions,IE,2023-01-29,2023-W04,294
hospital admissions,IE,2023-01-22,2023-W03,366
hospital admissions,IE,2023-01-15,2023-W02,570
hospital admissions,IE,2023-01-08,2023-W01,571
hospital admissions,IE,2023-01-01,2022-W52,628
hospital admissions,IE,2022-12-25,2022-W51,732
hospital admissions,IE,2022-12-18,2022-W50,626
hospital admissions,IE,2022-12-11,2022-W49,540
hospital admissions,IE,2022-12-04,2022-W48,479
hospital admissions,IE,2022-11-27,2022-W47,426
hospital admissions,IE,2022-11-20,2022-W46,400
hospital admissions,IE,2022-11-13,2022-W45,462
hospital admissions,IE,2022-11-06,2022-W44,372
hospital admissions,IE,2022-10-30,2022-W43,476
hospital admissions,IE,2022-10-23,2022-W42,305
hospital admissions,IE,2022-10-16,2022-W41,302
hospital admissions,IE,2022-10-09,2022-W40,410
hospital admissions,IE,2022-10-02,2022-W39,387
hospital admissions,IE,2022-09-25,2022-W38,346
hospital admissions,IE,2022-09-18,2022-W37,289
hospital admissions,IE,2022-09-11,2022-W36,291
hospital admissions,IE,2022-09-04,2022-W35,315
hospital admissions,IE,2022-08-28,2022-W34,354
hospital admissions,IE,2022-08-21,2022-W33,389
hospital admissions,IE,2022-08-14,2022-W32,470
hospital admissions,IE,2022-08-07,2022-W31,377
hospital admissions,IE,2022-07-31,2022-W30,548
hospital admissions,IE,2022-07-24,2022-W29,585
hospital admissions,IE,2022-07-17,2022-W28,938
hospital admissions,IE,2022-07-10,2022-W27,1031
hospital admissions,IE,2022-07-03,2022-W26,807
hospital admissions,IE,2022-06-26,2022-W25,861
hospital admissions,IT,2025-04-27,2025-W17,3
hospital admissions,IT,2025-04-20,2025-W16,36
hospital admissions,IT,2025-04-13,2025-W15,55
hospital admissions,IT,2025-04-06,2025-W14,65
hospital admissions,IT,2025-03-30,2025-W13,66
hospital admissions,IT,2025-03-23,2025-W12,60
hospital admissions,IT,2025-03-16,2025-W11,92
hospital admissions,IT,2025-03-09,2025-W10,90
hospital admissions,IT,2025-03-02,2025-W09,115
hospital admissions,IT,2025-02-23,2025-W08,110
hospital admissions,IT,2025-02-16,2025-W07,132
hospital admissions,IT,2025-02-09,2025-W06,158
hospital admissions,IT,2025-02-02,2025-W05,191
hospital admissions,IT,2025-01-26,2025-W04,208
hospital admissions,IT,2025-01-19,2025-W03,256
hospital admissions,IT,2025-01-12,2025-W02,331
hospital admissions,IT,2025-01-05,2025-W01,419
hospital admissions,IT,2024-12-29,2024-W52,367
hospital admissions,IT,2024-12-22,2024-W51,386
hospital admissions,IT,2024-12-15,2024-W50,405
hospital admissions,IT,2024-12-08,2024-W49,427
hospital admissions,IT,2024-12-01,2024-W48,413
hospital admissions,IT,2024-11-24,2024-W47,431
hospital admissions,IT,2024-11-17,2024-W46,450
hospital admissions,IT,2024-11-10,2024-W45,457
hospital admissions,IT,2024-11-03,2024-W44,512
hospital admissions,IT,2024-10-27,2024-W43,756
hospital admissions,IT,2024-10-20,2024-W42,1062
hospital admissions,IT,2024-10-13,2024-W41,1250
hospital admissions,IT,2024-10-06,2024-W40,1117
hospital admissions,IT,2024-09-29,2024-W39,1142
hospital admissions,IT,2024-09-22,2024-W38,824
hospital admissions,IT,2024-09-15,2024-W37,739
hospital admissions,IT,2024-09-08,2024-W36,760
hospital admissions,IT,2024-09-01,2024-W35,942
hospital admissions,IT,2024-08-25,2024-W34,965
hospital admissions,IT,2024-08-18,2024-W33,1051
hospital admissions,IT,2024-08-11,2024-W32,1051
hospital admissions,IT,2024-08-04,2024-W31,1076
hospital admissions,IT,2024-07-28,2024-W30,961
hospital admissions,IT,2024-07-21,2024-W29,775
hospital admissions,IT,2024-07-14,2024-W28,617
hospital admissions,IT,2024-07-07,2024-W27,408
hospital admissions,IT,2024-06-30,2024-W26,312
hospital admissions,IT,2024-06-23,2024-W25,271
hospital admissions,IT,2024-06-16,2024-W24,234
hospital admissions,IT,2024-06-09,2024-W23,200
hospital admissions,IT,2024-06-02,2024-W22,133
hospital admissions,IT,2024-05-26,2024-W21,119
hospital admissions,IT,2024-05-19,2024-W20,121
hospital admissions,IT,2024-05-12,2024-W19,128
hospital admissions,IT,2024-05-05,2024-W18,128
hospital admissions,IT,2024-04-28,2024-W17,114
hospital admissions,IT,2024-04-21,2024-W16,120
hospital admissions,IT,2024-04-14,2024-W15,127
hospital admissions,IT,2024-04-07,2024-W14,122
hospital admissions,IT,2024-03-31,2024-W13,106
hospital admissions,IT,2024-03-24,2024-W12,138
hospital admissions,IT,2024-03-17,2024-W11,150
hospital admissions,IT,2024-03-10,2024-W10,192
hospital admissions,IT,2024-03-03,2024-W09,182
hospital admissions,IT,2024-02-25,2024-W08,244
hospital admissions,IT,2024-02-18,2024-W07,274
hospital admissions,IT,2024-02-11,2024-W06,395
hospital admissions,IT,2024-02-04,2024-W05,513
hospital admissions,IT,2024-01-28,2024-W04,643
hospital admissions,IT,2024-01-21,2024-W03,993
hospital admissions,IT,2024-01-14,2024-W02,1460
hospital admissions,IT,2024-01-07,2024-W01,2170
hospital admissions,IT,2023-12-31,2023-W52,2784
hospital admissions,IT,2023-12-24,2023-W51,3416
hospital admissions,IT,2023-12-17,2023-W50,3863
hospital admissions,IT,2023-12-10,2023-W49,3862
hospital admissions,IT,2023-12-03,2023-W48,3857
hospital admissions,IT,2023-11-26,2023-W47,3537
hospital admissions,IT,2023-11-19,2023-W46,3003
hospital admissions,IT,2023-11-12,2023-W45,2409
hospital admissions,IT,2023-11-05,2023-W44,2016
hospital admissions,IT,2023-10-29,2023-W43,2011
hospital admissions,IT,2023-10-22,2023-W42,1921
hospital admissions,IT,2023-10-15,2023-W41,1997
hospital admissions,IT,2023-10-08,2023-W40,2101
hospital admissions,IT,2023-10-01,2023-W39,1870
hospital admissions,IT,2023-09-24,2023-W38,1607
hospital admissions,IT,2023-09-17,2023-W37,1628
hospital admissions,IT,2023-09-10,2023-W36,1471
hospital admissions,IT,2023-09-03,2023-W35,1142
hospital admissions,IT,2023-08-27,2023-W34,913
hospital admissions,IT,2023-08-20,2023-W33,718
hospital admissions,IT,2023-08-13,2023-W32,499
hospital admissions,IT,2023-08-06,2023-W31,405
hospital admissions,IT,2023-07-30,2023-W30,351
hospital admissions,IT,2023-07-23,2023-W29,263
hospital admissions,IT,2023-07-16,2023-W28,231
hospital admissions,IT,2023-07-09,2023-W27,248
hospital admissions,IT,2023-07-02,2023-W26,283
hospital admissions,IT,2023-06-25,2023-W25,355
hospital admissions,IT,2023-06-18,2023-W24,429
hospital admissions,IT,2023-06-11,2023-W23,513
hospital admissions,IT,2023-06-04,2023-W22,661
hospital admissions,IT,2023-05-28,2023-W21,860
hospital admissions,IT,2023-05-21,2023-W20,876
hospital admissions,IT,2023-05-14,2023-W19,986
hospital admissions,IT,2023-05-07,2023-W18,1260
hospital admissions,IT,2023-04-30,2023-W17,1636
hospital admissions,IT,2023-04-23,2023-W16,1729
hospital admissions,IT,2023-04-16,2023-W15,1714
hospital admissions,IT,2023-04-09,2023-W14,1451
hospital admissions,IT,2023-04-02,2023-W13,1349
hospital admissions,IT,2023-03-26,2023-W12,1429
hospital admissions,IT,2023-03-19,2023-W11,1316
hospital admissions,IT,2023-03-12,2023-W10,1380
hospital admissions,IT,2023-03-05,2023-W09,1454
hospital admissions,IT,2023-02-26,2023-W08,1643
hospital admissions,IT,2023-02-19,2023-W07,1591
hospital admissions,IT,2023-02-12,2023-W06,1543
hospital admissions,IT,2023-02-05,2023-W05,1724
hospital admissions,IT,2023-01-29,2023-W04,1740
hospital admissions,IT,2023-01-22,2023-W03,1990
hospital admissions,IT,2023-01-15,2023-W02,2738
hospital admissions,IT,2023-01-08,2023-W01,3313
hospital admissions,IT,2023-01-01,2022-W52,3931
hospital admissions,IT,2022-12-25,2022-W51,4211
hospital admissions,IT,2022-12-18,2022-W50,4639
hospital admissions,IT,2022-12-11,2022-W49,5167
hospital admissions,IT,2022-12-04,2022-W48,5042
hospital admissions,IT,2022-11-27,2022-W47,4719
hospital admissions,IT,2022-11-20,2022-W46,4475
hospital admissions,IT,2022-11-13,2022-W45,3758
hospital admissions,IT,2022-11-06,2022-W44,3529
hospital admissions,IT,2022-10-30,2022-W43,3629
hospital admissions,IT,2022-10-23,2022-W42,4058
hospital admissions,IT,2022-10-16,2022-W41,4265
hospital admissions,IT,2022-10-09,2022-W40,3975
hospital admissions,IT,2022-10-02,2022-W39,3266
hospital admissions,IT,2022-09-25,2022-W38,2124
hospital admissions,IT,2022-09-18,2022-W37,1934
hospital admissions,IT,2022-09-11,2022-W36,1966
hospital admissions,IT,2022-09-04,2022-W35,2209
hospital admissions,IT,2022-08-28,2022-W34,2471
hospital admissions,IT,2022-08-21,2022-W33,2778
hospital admissions,IT,2022-08-14,2022-W32,3288
hospital admissions,IT,2022-08-07,2022-W31,4119
hospital admissions,IT,2022-07-31,2022-W30,5073
hospital admissions,IT,2022-07-24,2022-W29,6205
hospital admissions,IT,2022-07-17,2022-W28,6475
hospital admissions,IT,2022-07-10,2022-W27,6462
hospital admissions,IT,2022-07-03,2022-W26,5586
hospital admissions,IT,2022-06-26,2022-W25,4157
hospital admissions,LV,2026-08-09,2026-W32,0
hospital admissions,LV,2026-08-02,2026-W31,1
hospital admissions,LV,2026-07-26,2026-W30,1
hospital admissions,LV,2026-07-19,2026-W29,0
hospital admissions,LV,2026-07-12,2026-W28,1
hospital admissions,LV,2026-07-05,2026-W27,0
hospital admissions,LV,2026-06-28,2026-W26,0
hospital admissions,LV,2026-06-21,2026-W25,2
hospital admissions,LV,2026-06-14,2026-W24,0
hospital admissions,LV,2026-06-07,2026-W23,2
hospital admissions,LV,2026-05-31,2026-W22,1
hospital admissions,LV,2026-05-24,2026-W21,5
hospital admissions,LV,2026-05-17,2026-W20,7
hospital admissions,LV,2026-05-10,2026-W19,12
hospital admissions,LV,2026-05-03,2026-W18,5
hospital admissions,LV,2026-04-26,2026-W17,3
hospital admissions,LV,2026-04-19,2026-W16,4
hospital admissions,LV,2026-04-12,2026-W15,3
hospital admissions,LV,2026-04-05,2026-W14,6
hospital admissions,LV,2026-03-29,2026-W13,15
hospital admissions,LV,2026-03-22,2026-W12,16
hospital admissions,LV,2026-03-15,2026-W11,16
hospital admissions,LV,2026-03-08,2026-W10,31
hospital admissions,LV,2026-03-01,2026-W09,55
hospital admissions,LV,2026-02-22,2026-W08,47
hospital admissions,LV,2026-02-15,2026-W07,35
hospital admissions,LV,2026-02-08,2026-W06,64
hospital admissions,LV,2026-02-01,2026-W05,64
hospital admissions,LV,2026-01-25,2026-W04,57
hospital admissions,LV,2026-01-18,2026-W03,39
hospital admissions,LV,2026-01-11,2026-W02,47
hospital admissions,LV,2026-01-04,2026-W01,41
hospital admissions,LV,2025-12-28,2025-W52,46
hospital admissions,LV,2025-12-21,2025-W51,42
hospital admissions,LV,2025-12-14,2025-W50,42
hospital admissions,LV,2025-12-07,2025-W49,33
hospital admissions,LV,2025-11-30,2025-W48,31
hospital admissions,LV,2025-11-23,2025-W47,30
hospital admissions,LV,2025-11-16,2025-W46,16
hospital admissions,LV,2025-11-09,2025-W45,26
hospital admissions,LV,2025-11-02,2025-W44,38
hospital admissions,LV,2025-10-26,2025-W43,36
hospital admissions,LV,2025-10-19,2025-W42,34
hospital admissions,LV,2025-10-12,2025-W41,36
hospital admissions,LV,2025-10-05,2025-W40,36
hospital admissions,LV,2025-09-28,2025-W39,42
hospital admissions,LV,2025-09-21,2025-W38,44
hospital admissions,LV,2025-09-14,2025-W37,58
hospital admissions,LV,2025-09-07,2025-W36,58
hospital admissions,LV,2025-08-31,2025-W35,48
hospital admissions,LV,2025-08-24,2025-W34,31
hospital admissions,LV,2025-08-17,2025-W33,22
hospital admissions,LV,2025-08-10,2025-W32,8
hospital admissions,LV,2025-08-03,2025-W31,14
hospital admissions,LV,2025-07-27,2025-W30,8
hospital admissions,LV,2025-07-20,2025-W29,9
hospital admissions,LV,2025-07-13,2025-W28,14
hospital admissions,LV,2025-07-06,2025-W27,4
hospital admissions,LV,2025-06-29,2025-W26,10
hospital admissions,LV,2025-06-22,2025-W25,23
hospital admissions,LV,2025-06-15,2025-W24,4
hospital admissions,LV,2025-06-08,2025-W23,9
hospital admissions,LV,2025-06-01,2025-W22,14
hospital admissions,LV,2025-05-25,2025-W21,13
hospital admissions,LV,2025-05-18,2025-W20,12
hospital admissions,LV,2025-05-11,2025-W19,9
hospital admissions,LV,2025-05-04,2025-W18,13
hospital admissions,LV,2025-04-27,2025-W17,22
hospital admissions,LV,2025-04-20,2025-W16,17
hospital admissions,LV,2025-04-13,2025-W15,22
hospital admissions,LV,2025-04-06,2025-W14,35
hospital admissions,LV,2025-03-30,2025-W13,31
hospital admissions,LV,2025-03-23,2025-W12,29
hospital admissions,LV,2025-03-16,2025-W11,27
hospital admissions,LV,2025-03-09,2025-W10,45
hospital admissions,LV,2025-03-02,2025-W09,20
hospital admissions,LV,2025-02-23,2025-W08,27
hospital admissions,LV,2025-02-16,2025-W07,27
hospital admissions,LV,2025-02-09,2025-W06,26
hospital admissions,LV,2025-02-02,2025-W05,38
hospital admissions,LV,2025-01-26,2025-W04,39
hospital admissions,LV,2025-01-19,2025-W03,26
hospital admissions,LV,2025-01-12,2025-W02,42
hospital admissions,LV,2025-01-05,2025-W01,34
hospital admissions,LV,2024-12-29,2024-W52,53
hospital admissions,LV,2024-12-22,2024-W51,56
hospital admissions,LV,2024-12-15,2024-W50,40
hospital admissions,LV,2024-12-08,2024-W49,40
hospital admissions,LV,2024-12-01,2024-W48,37
hospital admissions,LV,2024-11-24,2024-W47,34
hospital admissions,LV,2024-11-17,2024-W46,54
hospital admissions,LV,2024-11-10,2024-W45,45
hospital admissions,LV,2024-11-03,2024-W44,63
hospital admissions,LV,2024-10-27,2024-W43,84
hospital admissions,LV,2024-10-20,2024-W42,77
hospital admissions,LV,2024-10-13,2024-W41,64
hospital admissions,LV,2024-10-06,2024-W40,81
hospital admissions,LV,2024-04-14,2024-W15,9
hospital admissions,LV,2024-04-07,2024-W14,18
hospital admissions,LV,2024-03-31,2024-W13,20
hospital admissions,LV,2024-03-24,2024-W12,17
hospital admissions,LV,2023-11-26,2023-W47,272
hospital admissions,LV,2023-11-19,2023-W46,226
hospital admissions,LV,2023-11-12,2023-W45,217
hospital admissions,LV,2023-11-05,2023-W44,213
hospital admissions,LV,2023-10-29,2023-W43,154
hospital admissions,LV,2023-10-22,2023-W42,87
hospital admissions,LV,2023-10-15,2023-W41,42
hospital admissions,LV,2023-10-08,2023-W40,34
hospital admissions,LV,2023-10-01,2023-W39,53
hospital admissions,LV,2023-09-24,2023-W38,57
hospital admissions,LV,2023-09-17,2023-W37,51
hospital admissions,LV,2023-09-10,2023-W36,41
hospital admissions,LV,2023-09-03,2023-W35,37
hospital admissions,LV,2023-08-27,2023-W34,22
hospital admissions,LV,2023-08-20,2023-W33,17
hospital admissions,LV,2023-08-13,2023-W32,14
hospital admissions,LV,2023-08-06,2023-W31,9
hospital admissions,LV,2023-07-30,2023-W30,24
hospital admissions,LV,2023-07-23,2023-W29,21
hospital admissions,LV,2023-07-16,2023-W28,14
hospital admissions,LV,2023-07-09,2023-W27,14
hospital admissions,LV,2023-07-02,2023-W26,16
hospital admissions,LV,2023-06-25,2023-W25,28
hospital admissions,LV,2023-06-18,2023-W24,32
hospital admissions,LV,2023-06-11,2023-W23,76
hospital admissions,LV,2023-06-04,2023-W22,77
hospital admissions,LV,2023-05-28,2023-W21,81
hospital admissions,LV,2023-05-21,2023-W20,64
hospital admissions,LV,2023-05-14,2023-W19,83
hospital admissions,LV,2023-05-07,2023-W18,110
hospital admissions,LV,2023-04-30,2023-W17,94
hospital admissions,LV,2023-04-23,2023-W16,132
hospital admissions,LV,2023-04-16,2023-W15,231
hospital admissions,LV,2023-04-09,2023-W14,155
hospital admissions,LV,2023-04-02,2023-W13,225
hospital admissions,LV,2023-03-26,2023-W12,144
hospital admissions,LV,2023-03-19,2023-W11,189
hospital admissions,LV,2023-03-12,2023-W10,149
hospital admissions,LV,2023-03-05,2023-W09,134
hospital admissions,LV,2023-02-26,2023-W08,115
hospital admissions,LV,2023-02-19,2023-W07,134
hospital admissions,LV,2023-02-12,2023-W06,128
hospital admissions,LV,2023-02-05,2023-W05,120
hospital admissions,LV,2023-01-29,2023-W04,145
hospital admissions,LV,2023-01-22,2023-W03,125
hospital admissions,LV,2023-01-15,2023-W02,165
hospital admissions,LV,2023-01-08,2023-W01,213
hospital admissions,LV,2023-01-01,2022-W52,319
hospital admissions,LV,2022-12-25,2022-W51,347
hospital admissions,LV,2022-12-18,2022-W50,383
hospital admissions,LV,2022-12-11,2022-W49,390
hospital admissions,LV,2022-12-04,2022-W48,273
hospital admissions,LV,2022-11-27,2022-W47,196
hospital admissions,LV,2022-11-20,2022-W46,144
hospital admissions,LV,2022-11-13,2022-W45,156
hospital admissions,LV,2022-11-06,2022-W44,158
hospital admissions,LV,2022-10-30,2022-W43,232
hospital admissions,LV,2022-10-23,2022-W42,200
hospital admissions,LV,2022-10-16,2022-W41,308
hospital admissions,LV,2022-10-09,2022-W40,388
hospital admissions,LV,2022-10-02,2022-W39,372
hospital admissions,LV,2022-09-25,2022-W38,407
hospital admissions,LV,2022-09-18,2022-W37,306
hospital admissions,LV,2022-09-11,2022-W36,238
hospital admissions,LV,2022-09-04,2022-W35,186
hospital admissions,LV,2022-08-28,2022-W34,203
hospital admissions,LV,2022-08-21,2022-W33,230
hospital admissions,LV,2022-08-14,2022-W32,299
hospital admissions,LV,2022-08-07,2022-W31,203
hospital admissions,LV,2022-07-31,2022-W30,174
hospital admissions,LV,2022-07-24,2022-W29,209
hospital admissions,LV,2022-07-17,2022-W28,151
hospital admissions,LV,2022-07-10,2022-W27,138
hospital admissions,LV,2022-07-03,2022-W26,145
hospital admissions,LV,2022-06-26,2022-W25,91
hospital admissions,LI,2023-02-12,2023-W06,0
hospital admissions,LI,2023-02-05,2023-W05,0
hospital admissions,LI,2023-01-29,2023-W04,0
hospital admissions,LI,2023-01-22,2023-W03,0
hospital admissions,LI,2023-01-15,2023-W02,0
hospital admissions,LI,2023-01-08,2023-W01,0
hospital admissions,LI,2023-01-01,2022-W52,1
hospital admissions,LI,2022-12-25,2022-W51,4
hospital admissions,LI,2022-12-18,2022-W50,2
hospital admissions,LI,2022-12-11,2022-W49,0
hospital admissions,LI,2022-12-04,2022-W48,0
hospital admissions,LI,2022-11-27,2022-W47,1
hospital admissions,LI,2022-11-20,2022-W46,1
hospital admissions,LI,2022-11-13,2022-W45,0
hospital admissions,LI,2022-11-06,2022-W44,1
hospital admissions,LI,2022-10-30,2022-W43,1
hospital admissions,LI,2022-10-23,2022-W42,2
hospital admissions,LI,2022-10-16,2022-W41,2
hospital admissions,LI,2022-10-09,2022-W40,0
hospital admissions,LI,2022-10-02,2022-W39,4
hospital admissions,LI,2022-09-25,2022-W38,0
hospital admissions,LI,2022-09-18,2022-W37,0
hospital admissions,LI,2022-09-11,2022-W36,2
hospital admissions,LI,2022-09-04,2022-W35,2
hospital admissions,LI,2022-08-28,2022-W34,1
hospital admissions,LI,2022-08-21,2022-W33,1
hospital admissions,LI,2022-08-14,2022-W32,0
hospital admissions,LI,2022-08-07,2022-W31,0
hospital admissions,LI,2022-07-31,2022-W30,2
hospital admissions,LI,2022-07-24,2022-W29,1
hospital admissions,LI,2022-07-17,2022-W28,0
hospital admissions,LI,2022-07-10,2022-W27,2
hospital admissions,LI,2022-07-03,2022-W26,2
hospital admissions,LI,2022-06-26,2022-W25,1
hospital admissions,LT,2026-05-17,2026-W20,2
hospital admissions,LT,2026-05-10,2026-W19,3
hospital admissions,LT,2026-05-03,2026-W18,3
hospital admissions,LT,2026-04-26,2026-W17,10
hospital admissions,LT,2026-04-19,2026-W16,9
hospital admissions,LT,2026-04-12,2026-W15,10
hospital admissions,LT,2026-04-05,2026-W14,16
hospital admissions,LT,2026-03-29,2026-W13,14
hospital admissions,LT,2026-03-22,2026-W12,22
hospital admissions,LT,2026-03-15,2026-W11,21
hospital admissions,LT,2026-03-08,2026-W10,34
hospital admissions,LT,2026-03-01,2026-W09,28
hospital admissions,LT,2026-02-22,2026-W08,27
hospital admissions,LT,2026-02-15,2026-W07,37
hospital admissions,LT,2026-02-08,2026-W06,37
hospital admissions,LT,2026-02-01,2026-W05,29
hospital admissions,LT,2026-01-25,2026-W04,30
hospital admissions,LT,2026-01-18,2026-W03,22
hospital admissions,LT,2026-01-11,2026-W02,19
hospital admissions,LT,2026-01-04,2026-W01,40
hospital admissions,LT,2025-12-28,2025-W52,33
hospital admissions,LT,2025-12-21,2025-W51,42
hospital admissions,LT,2025-12-14,2025-W50,48
hospital admissions,LT,2025-12-07,2025-W49,38
hospital admissions,LT,2025-11-30,2025-W48,27
hospital admissions,LT,2025-11-23,2025-W47,31
hospital admissions,LT,2025-11-16,2025-W46,55
hospital admissions,LT,2025-11-09,2025-W45,39
hospital admissions,LT,2025-11-02,2025-W44,68
hospital admissions,LT,2025-10-26,2025-W43,50
hospital admissions,LT,2025-10-19,2025-W42,104
hospital admissions,LT,2025-10-12,2025-W41,105
hospital admissions,LT,2025-10-05,2025-W40,72
hospital admissions,LT,2025-05-18,2025-W20,10
hospital admissions,LT,2025-05-11,2025-W19,9
hospital admissions,LT,2025-05-04,2025-W18,5
hospital admissions,LT,2025-04-27,2025-W17,5
hospital admissions,LT,2025-04-20,2025-W16,7
hospital admissions,LT,2025-04-13,2025-W15,8
hospital admissions,LT,2025-04-06,2025-W14,11
hospital admissions,LT,2025-03-30,2025-W13,22
hospital admissions,LT,2025-03-23,2025-W12,11
hospital admissions,LT,2025-03-16,2025-W11,15
hospital admissions,LT,2025-03-09,2025-W10,11
hospital admissions,LT,2025-03-02,2025-W09,18
hospital admissions,LT,2025-02-23,2025-W08,16
hospital admissions,LT,2025-02-16,2025-W07,13
hospital admissions,LT,2025-02-09,2025-W06,15
hospital admissions,LT,2025-02-02,2025-W05,8
hospital admissions,LT,2025-01-26,2025-W04,16
hospital admissions,LT,2025-01-19,2025-W03,42
hospital admissions,LT,2025-01-12,2025-W02,50
hospital admissions,LT,2025-01-05,2025-W01,42
hospital admissions,LT,2024-12-29,2024-W52,54
hospital admissions,LT,2024-12-22,2024-W51,49
hospital admissions,LT,2024-12-15,2024-W50,62
hospital admissions,LT,2024-12-08,2024-W49,41
hospital admissions,LT,2024-12-01,2024-W48,30
hospital admissions,LT,2024-11-24,2024-W47,62
hospital admissions,LT,2024-11-17,2024-W46,73
hospital admissions,LT,2024-11-10,2024-W45,72
hospital admissions,LT,2024-11-03,2024-W44,50
hospital admissions,LT,2024-10-27,2024-W43,84
hospital admissions,LT,2024-10-20,2024-W42,86
hospital admissions,LT,2024-10-13,2024-W41,85
hospital admissions,LT,2024-10-06,2024-W40,90
hospital admissions,LT,2024-05-19,2024-W20,15
hospital admissions,LT,2024-05-12,2024-W19,14
hospital admissions,LT,2024-05-05,2024-W18,15
hospital admissions,LT,2024-04-28,2024-W17,18
hospital admissions,LT,2024-04-21,2024-W16,20
hospital admissions,LT,2024-04-14,2024-W15,22
hospital admissions,LT,2024-04-07,2024-W14,19
hospital admissions,LT,2024-03-31,2024-W13,22
hospital admissions,LT,2024-03-24,2024-W12,28
hospital admissions,LT,2024-03-17,2024-W11,28
hospital admissions,LT,2024-03-10,2024-W10,31
hospital admissions,LT,2024-03-03,2024-W09,27
hospital admissions,LT,2024-02-25,2024-W08,30
hospital admissions,LT,2024-02-18,2024-W07,43
hospital admissions,LT,2024-02-11,2024-W06,51
hospital admissions,LT,2024-02-04,2024-W05,48
hospital admissions,LT,2024-01-28,2024-W04,92
hospital admissions,LT,2024-01-21,2024-W03,68
hospital admissions,LT,2023-12-10,2023-W49,0
hospital admissions,LT,2023-12-03,2023-W48,146
hospital admissions,LT,2023-11-26,2023-W47,123
hospital admissions,LT,2023-11-19,2023-W46,118
hospital admissions,LT,2023-11-12,2023-W45,120
hospital admissions,LT,2023-11-05,2023-W44,100
hospital admissions,LT,2023-10-29,2023-W43,74
hospital admissions,LT,2023-10-22,2023-W42,46
hospital admissions,LT,2023-10-15,2023-W41,47
hospital admissions,LT,2023-10-08,2023-W40,49
hospital admissions,LT,2023-10-01,2023-W39,45
hospital admissions,LT,2023-09-24,2023-W38,38
hospital admissions,LT,2023-09-17,2023-W37,35
hospital admissions,LT,2023-09-10,2023-W36,36
hospital admissions,LT,2023-09-03,2023-W35,35
hospital admissions,LT,2023-08-27,2023-W34,20
hospital admissions,LT,2023-08-20,2023-W33,16
hospital admissions,LT,2023-08-13,2023-W32,17
hospital admissions,LT,2023-08-06,2023-W31,13
hospital admissions,LT,2023-07-30,2023-W30,14
hospital admissions,LT,2023-07-23,2023-W29,14
hospital admissions,LT,2023-07-16,2023-W28,15
hospital admissions,LT,2023-07-09,2023-W27,22
hospital admissions,LT,2023-07-02,2023-W26,235
hospital admissions,LT,2023-06-25,2023-W25,310
hospital admissions,LT,2023-06-18,2023-W24,351
hospital admissions,LT,2023-06-11,2023-W23,313
hospital admissions,LT,2023-06-04,2023-W22,372
hospital admissions,LT,2023-05-28,2023-W21,435
hospital admissions,LT,2023-05-21,2023-W20,186
hospital admissions,LT,2023-05-14,2023-W19,441
hospital admissions,LT,2023-05-07,2023-W18,507
hospital admissions,LT,2023-04-30,2023-W17,514
hospital admissions,LT,2023-04-23,2023-W16,661
hospital admissions,LT,2023-04-16,2023-W15,667
hospital admissions,LT,2023-04-09,2023-W14,621
hospital admissions,LT,2023-04-02,2023-W13,716
hospital admissions,LT,2023-03-26,2023-W12,847
hospital admissions,LT,2023-03-19,2023-W11,880
hospital admissions,LT,2023-03-12,2023-W10,871
hospital admissions,LT,2023-03-05,2023-W09,867
hospital admissions,LT,2023-02-26,2023-W08,660
hospital admissions,LT,2023-02-19,2023-W07,826
hospital admissions,LT,2023-02-12,2023-W06,856
hospital admissions,LT,2023-02-05,2023-W05,760
hospital admissions,LT,2023-01-29,2023-W04,726
hospital admissions,LT,2023-01-22,2023-W03,912
hospital admissions,LT,2023-01-15,2023-W02,4321
hospital admissions,LT,2023-01-08,2023-W01,3986
hospital admissions,LT,2023-01-01,2022-W52,3668
hospital admissions,LT,2022-12-25,2022-W51,900
hospital admissions,LT,2022-12-18,2022-W50,572
hospital admissions,LT,2022-12-11,2022-W49,613
hospital admissions,LT,2022-12-04,2022-W48,2154
hospital admissions,LT,2022-11-27,2022-W47,2679
hospital admissions,LT,2022-11-20,2022-W46,4389
hospital admissions,LT,2022-11-13,2022-W45,4058
hospital admissions,LT,2022-11-06,2022-W44,3898
hospital admissions,LT,2022-10-30,2022-W43,4178
hospital admissions,LT,2022-10-23,2022-W42,4239
hospital admissions,LT,2022-10-16,2022-W41,4174
hospital admissions,LT,2022-10-09,2022-W40,3878
hospital admissions,LT,2022-10-02,2022-W39,4934
hospital admissions,LT,2022-09-25,2022-W38,6115
hospital admissions,LT,2022-09-18,2022-W37,6385
hospital admissions,LT,2022-09-11,2022-W36,4111
hospital admissions,LT,2022-09-04,2022-W35,3724
hospital admissions,LT,2022-08-28,2022-W34,4770
hospital admissions,LT,2022-08-21,2022-W33,5531
hospital admissions,LT,2022-08-14,2022-W32,7633
hospital admissions,LT,2022-08-07,2022-W31,7419
hospital admissions,LT,2022-07-31,2022-W30,6665
hospital admissions,LT,2022-07-24,2022-W29,5545
hospital admissions,LT,2022-07-17,2022-W28,4004
hospital admissions,LT,2022-07-10,2022-W27,2458
