origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.01,5.7227915739913735
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.025,6.03156602024087
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.05,6.533808716503856
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.1,6.953821007585695
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.15,7.4063521000545265
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.2,7.764949073988531
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.25,8.107704344872143
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.3,8.383524208355421
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.35,8.625727871197139
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.4,8.83001879096664
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.45,9.12217702068418
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.5,9.43268836259281
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.55,9.73208076303191
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.6,9.91680495106414
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.65,10.04986515051608
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.7,10.204118708135656
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.75,10.54462005540424
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.8,10.90444390717518
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.85,11.308572794624572
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.9,11.808800085215466
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.95,12.41187486215674
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.975,12.952944038337671
2026-03-18,hospital admissions,-1,2026-03-01,EE,quantile,0.99,13.92904069410732
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.01,4.209033404924095
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.025,4.469183416384202
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.05,4.723308406937093
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.1,5.021854454698394
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.15,5.261852975300968
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.2,5.431900565044793
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.25,5.563014630613729
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.3,5.687765718233575
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.35,5.760654679193116
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.4,5.8693287191339
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.45,5.931997764347232
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.5,5.989399984141406
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.55,6.0776548976840346
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.6,6.122051029675777
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.65,6.163655918641656
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.7,6.211471309661792
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.75,6.280139312474544
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.8,6.323264828933773
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.85,6.366278190040498
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.9,6.413660145747247
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.95,6.4520548423592405
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.975,6.475547986805024
2026-03-18,hospital admissions,0,2026-03-08,EE,quantile,0.99,6.491562208344221
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.01,3.236484380681804
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.025,3.573407544485159
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.05,3.726251650580107
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.1,4.073696602763982
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.15,4.253972260594029
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.2,4.446431417405569
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.25,4.627131469114681
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.3,4.832225943676676
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.35,4.953095096337535
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.4,5.065214225292629
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.45,5.192903560695614
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.5,5.327818189185091
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.55,5.488030674072824
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.6,5.636218583487905
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.65,5.850124325565582
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.7,5.940768304577916
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.75,6.086504117554035
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.8,6.310487913328648
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.85,6.615386267462633
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.9,6.935709477669532
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.95,7.435860532947412
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.975,7.857832365357708
2026-03-18,hospital admissions,1,2026-03-15,EE,quantile,0.99,8.972748839919413
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.01,2.9088170129676683
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.025,3.068664665981118
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.05,3.206275216047016
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.1,3.417622783925009
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.15,3.59207286483251
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.2,3.715697103805389
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.25,3.876145937032456
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.3,4.055209418267758
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.35,4.154763763193823
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.4,4.293175919033451
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.45,4.396916330850329
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.5,4.491912575159209
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.55,4.622367219101971
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.6,4.752449800529557
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.65,4.889621066346008
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.7,5.036049606799686
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.75,5.2306615944820445
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.8,5.441443182855292
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.85,5.647623115418227
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.9,5.965596663724078
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.95,6.698982718407856
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.975,7.779844796597047
2026-03-18,hospital admissions,2,2026-03-22,EE,quantile,0.99,8.630794217425398
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.01,2.6443324878221013
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.025,2.744525477350645
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.05,2.882308487946615
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.1,3.0549197043327574
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.15,3.1508742678583896
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.2,3.295620278486988
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.25,3.423680277044636
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.3,3.559648943023103
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.35,3.700814368467051
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.4,3.782727741770204
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.45,3.913660760150933
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.5,4.043742666846399
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.55,4.166792807419968
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.6,4.340043206715076
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.65,4.495971013450777
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.7,4.62522239442927
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.75,4.75558705721468
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.8,4.938739445646929
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.85,5.150352691574085
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.9,5.431355225233912
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.95,6.091627549853026
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.975,6.693274862087269
2026-03-18,hospital admissions,3,2026-03-29,EE,quantile,0.99,7.613354298857633
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.01,2.4322747761939207
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.025,2.5100377578076736
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.05,2.652063406405309
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.1,2.8258942430199427
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.15,2.9820555709575327
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.2,3.093431385943077
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.25,3.2059453000714555
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.3,3.338461647629505
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.35,3.4750606713352576
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.4,3.616257677426417
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.45,3.717003320093769
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.5,3.865674651377332
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.55,3.953386755219327
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.6,4.089679416771037
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.65,4.220850874999234
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.7,4.386949653951491
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.75,4.552900096858108
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.8,4.692665508820767
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.85,4.87962806225946
2026-03-18,hospital admissions,4,2026-04-05,EE,quantile,0.9,5.14467393067903
