"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2026-05-17,"CZ",0,"0.01",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",0,"0.025",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",0,"0.05",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",0,"0.1",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",0,"0.15",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",0,"0.2",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",0,"0.25",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",0,"0.3",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",0,"0.35",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",1,"0.4",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",1,"0.45",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",1,"0.5",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",1,"0.55",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",1,"0.6",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",1,"0.65",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",2,"0.7",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",2,"0.75",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",2,"0.8",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",2,"0.85",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",3,"0.9",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",3,"0.95",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",4,"0.975",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"CZ",4,"0.99",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",0,"0.01",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",1,"0.025",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",1,"0.05",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",2,"0.1",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",2,"0.15",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",3,"0.2",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",3,"0.25",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",3,"0.3",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",4,"0.35",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",4,"0.4",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",4,"0.45",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",5,"0.5",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",5,"0.55",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",5,"0.6",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",6,"0.65",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",6,"0.7",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",6,"0.75",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",7,"0.8",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",7,"0.85",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",8,"0.9",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",9,"0.95",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",10,"0.975",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"EE",11,"0.99",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",1,"0.01",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",2,"0.025",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",3,"0.05",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",4,"0.1",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",4,"0.15",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",5,"0.2",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",5,"0.25",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",6,"0.3",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",6,"0.35",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",7,"0.4",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",7,"0.45",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",8,"0.5",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",8,"0.55",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",8,"0.6",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",9,"0.65",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",9,"0.7",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",10,"0.75",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",11,"0.8",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",12,"0.85",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",13,"0.9",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",14,"0.95",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",16,"0.975",2026-05-27,"quantile","hospital admissions",0
2026-05-17,"LV",18,"0.99",2026-05-27,"quantile","hospital admissions",0
2026-05-24,"CZ",0,"0.01",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",0,"0.025",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",0,"0.05",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",0,"0.1",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",0,"0.15",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",0,"0.2",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",0,"0.25",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",0,"0.3",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",0,"0.35",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",1,"0.4",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",1,"0.45",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",1,"0.5",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",1,"0.55",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",1,"0.6",2026-05-27,"quantile","hospital admissions",1
2026-05-24,"CZ",1,"0.65",2026-05-27,"quantile","hospital admissions",1
