"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2026-03-29,"CZ",0,"0.01",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",0,"0.025",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",0,"0.05",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",1,"0.1",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",1,"0.15",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",1,"0.2",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",1,"0.25",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",2,"0.3",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",2,"0.35",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",2,"0.4",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",2,"0.45",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",2,"0.5",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",3,"0.55",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",3,"0.6",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",3,"0.65",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",3,"0.7",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",4,"0.75",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",4,"0.8",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",4,"0.85",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",5,"0.9",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",6,"0.95",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",7,"0.975",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"CZ",7,"0.99",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",4,"0.01",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",5,"0.025",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",6,"0.05",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",7,"0.1",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",8,"0.15",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",9,"0.2",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",9,"0.25",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",10,"0.3",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",11,"0.35",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",11,"0.4",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",12,"0.45",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",13,"0.5",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",13,"0.55",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",14,"0.6",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",15,"0.65",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",15,"0.7",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",16,"0.75",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",17,"0.8",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",18,"0.85",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",20,"0.9",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",22,"0.95",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",23,"0.975",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"EE",26,"0.99",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",12,"0.01",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",14,"0.025",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",15,"0.05",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",17,"0.1",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",19,"0.15",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",20,"0.2",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",21,"0.25",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",22,"0.3",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",23,"0.35",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",24,"0.4",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",25,"0.45",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",25,"0.5",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",26,"0.55",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",27,"0.6",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",28,"0.65",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",29,"0.7",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",30,"0.75",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",32,"0.8",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",33,"0.85",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",35,"0.9",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",38,"0.95",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",41,"0.975",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"LV",44,"0.99",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.01",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.025",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.05",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.1",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.15",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.2",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.25",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.3",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.35",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.4",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.45",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",0,"0.5",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",1,"0.55",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",1,"0.6",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",1,"0.65",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",1,"0.7",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",1,"0.75",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",1,"0.8",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",1,"0.85",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",2,"0.9",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",2,"0.95",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",3,"0.975",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"MT",3,"0.99",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",12,"0.01",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",13,"0.025",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",15,"0.05",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",17,"0.1",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",18,"0.15",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",19,"0.2",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",20,"0.25",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",21,"0.3",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",22,"0.35",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",22,"0.4",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",23,"0.45",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",24,"0.5",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",25,"0.55",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",25,"0.6",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",26,"0.65",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",27,"0.7",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",28,"0.75",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",29,"0.8",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",30,"0.85",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",32,"0.9",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",35,"0.95",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",37,"0.975",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PL",39,"0.99",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",0,"0.01",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",0,"0.025",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",1,"0.05",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",1,"0.1",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",1,"0.15",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",2,"0.2",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",2,"0.25",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",2,"0.3",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",3,"0.35",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",3,"0.4",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",3,"0.45",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",3,"0.5",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",4,"0.55",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",4,"0.6",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",4,"0.65",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",5,"0.7",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",5,"0.75",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",5,"0.8",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",6,"0.85",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",6,"0.9",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",7,"0.95",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",8,"0.975",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"PT",10,"0.99",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",0,"0.01",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",0,"0.025",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",0,"0.05",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",0,"0.1",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",1,"0.15",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",1,"0.2",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",1,"0.25",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",1,"0.3",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",2,"0.35",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",2,"0.4",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",2,"0.45",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",2,"0.5",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",2,"0.55",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",3,"0.6",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",3,"0.65",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",3,"0.7",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",3,"0.75",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",4,"0.8",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",4,"0.85",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",5,"0.9",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",5,"0.95",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",6,"0.975",2026-04-08,"quantile","hospital admissions",0
2026-03-29,"SK",7,"0.99",2026-04-08,"quantile","hospital admissions",0
2026-04-05,"CZ",0,"0.01",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",0,"0.025",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",0,"0.05",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",0,"0.1",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",0,"0.15",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",1,"0.2",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",1,"0.25",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",1,"0.3",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",1,"0.35",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",1,"0.4",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",2,"0.45",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",2,"0.5",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",2,"0.55",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",2,"0.6",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",3,"0.65",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",3,"0.7",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",3,"0.75",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",3,"0.8",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",4,"0.85",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",4,"0.9",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",5,"0.95",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",6,"0.975",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"CZ",7,"0.99",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",3,"0.01",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",4,"0.025",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",5,"0.05",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",6,"0.1",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",7,"0.15",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",8,"0.2",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",8,"0.25",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",9,"0.3",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",10,"0.35",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",10,"0.4",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",11,"0.45",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",12,"0.5",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",12,"0.55",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",13,"0.6",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",13,"0.65",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",14,"0.7",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",15,"0.75",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",16,"0.8",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",17,"0.85",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",19,"0.9",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",21,"0.95",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",23,"0.975",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"EE",25,"0.99",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",11,"0.01",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",13,"0.025",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",15,"0.05",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",17,"0.1",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",19,"0.15",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",20,"0.2",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",22,"0.25",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",23,"0.3",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",24,"0.35",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",25,"0.4",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",26,"0.45",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",27,"0.5",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",28,"0.55",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",29,"0.6",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",30,"0.65",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",31,"0.7",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",33,"0.75",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",34,"0.8",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",36,"0.85",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",39,"0.9",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",42,"0.95",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",46,"0.975",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"LV",51,"0.99",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.01",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.025",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.05",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.1",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.15",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.2",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.25",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.3",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.35",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.4",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",0,"0.45",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",1,"0.5",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",1,"0.55",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",1,"0.6",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",1,"0.65",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",1,"0.7",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",1,"0.75",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",1,"0.8",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",1,"0.85",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",2,"0.9",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",2,"0.95",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",3,"0.975",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"MT",3,"0.99",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",11,"0.01",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",13,"0.025",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",15,"0.05",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",17,"0.1",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",18,"0.15",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",19,"0.2",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",20,"0.25",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",21,"0.3",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",22,"0.35",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",23,"0.4",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",24,"0.45",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",24,"0.5",2026-04-08,"quantile","hospital admissions",1
2026-04-05,"PL",25,"0.55",2026-04-08,"quantile","hospital admissions",1
